rebellion_NOUN	восстание_NOUN
head_NOUN	орел_NOUN
extremely_ADV	крайне_ADV
degree_NOUN	степень_NOUN
monument_NOUN	памятник_NOUN
saturday_NOUN	суббота_NOUN
liberty_NOUN	свобода_NOUN
advocate_NOUN	адвокат_NOUN
grandfather_NOUN	дед_NOUN
democratic_ADJ	демократический_ADJ
job_NOUN	работа_NOUN
dragon_NOUN	дракон_NOUN
copper_NOUN	копейка_NOUN
network_NOUN	сеть_NOUN
industries_NOUN	отрасль_NOUN
among_ADP	среди_ADP
mp_NOUN	депутат_NOUN
compilation_NOUN	компиляция_NOUN
movement_NOUN	движение_NOUN
exhibition_NOUN	выставка_NOUN
navigation_NOUN	судоходство_NOUN
spend_VERB	тратить_VERB
fuel_NOUN	топливо_NOUN
shop_NOUN	магазин_NOUN
content_NOUN	контент_NOUN
number_NOUN	цифра_NOUN
surgery_NOUN	хирургия_NOUN
cook_VERB	приготовить_VERB
grove_VERB	гроуть_VERB
age_NOUN	возраст_NOUN
credit_NOUN	кредит_NOUN
block_NOUN	блокирование_NOUN
king_NOUN	король_NOUN
delete_NOUN	удаление_NOUN
balance_NOUN	равновесие_NOUN
identity_NOUN	идентичность_NOUN
stream_NOUN	поток_NOUN
compound_NOUN	соединение_NOUN
friend_NOUN	подруга_NOUN
floor_NOUN	пол_NOUN
districts_NOUN	округ_NOUN
abc_X	abс_X
revenue_NOUN	выручка_NOUN
birth_NOUN	рождение_NOUN
juan_NOUN	хуан_NOUN
art_NOUN	искусство_NOUN
strength_NOUN	сила_NOUN
pearl_NOUN	перл_NOUN
boat_NOUN	яхта_NOUN
everyone_PRON	все_PRON
nbc_X	nbс_X
activity_NOUN	активность_NOUN
former_ADJ	прежний_ADJ
global_ADJ	глобальный_ADJ
lady_NOUN	дама_NOUN
outer_ADJ	внешний_ADJ
caption_NOUN	подпись_NOUN
husband_NOUN	муж_NOUN
care_NOUN	уход_NOUN
neil_NOUN	нил_NOUN
lancashire_NOUN	ланкашира_NOUN
eagle_NOUN	игла_NOUN
week_NOUN	неделя_NOUN
wolf_NOUN	вульф_NOUN
brand_NOUN	бренд_NOUN
cat_NOUN	кппа_NOUN
freedom_NOUN	свобода_NOUN
suddenly_ADV	внезапно_ADV
light_NOUN	свет_NOUN
emergency_NOUN	чрезвычайный_NOUN
vision_NOUN	видение_NOUN
leg_NOUN	ножка_NOUN
burial_NOUN	захоронение_NOUN
palace_NOUN	дворец_NOUN
greece_NOUN	греция_NOUN
huge_ADJ	огромный_ADJ
distribute_VERB	распространенный_VERB
parker_NOUN	паркирать_NOUN
failure_NOUN	неудача_NOUN
paragraph_NOUN	абзац_NOUN
deny_VERB	отказывать_VERB
employee_NOUN	служащий_NOUN
beam_NOUN	пучок_NOUN
siege_NOUN	осада_NOUN
unnecessary_ADJ	лишний_ADJ
determine_VERB	определять_VERB
team_NOUN	команда_NOUN
registration_NOUN	регистрация_NOUN
human_ADJ	человеческий_ADJ
survive_VERB	выжить_VERB
relevant_ADJ	соответствующий_ADJ
gun_NOUN	пушка_NOUN
oil_NOUN	нефть_NOUN
vertical_ADJ	вертикальный_ADJ
positive_ADJ	положительный_ADJ
eye_NOUN	око_NOUN
implementation_NOUN	выполнение_NOUN
persian_ADJ	персидский_ADJ
bid_NOUN	ставка_NOUN
length_NOUN	протяженность_NOUN
post_VERB	опубликовывать_VERB
carbon_NOUN	углерод_NOUN
church_NOUN	церковь_NOUN
indigenous_ADJ	коренной_ADJ
where_ADV	где_ADV
reform_VERB	реформировать_VERB
dark_ADJ	темный_ADJ
train_NOUN	поезд_NOUN
attract_VERB	привлекать_VERB
interesting_ADJ	интересный_ADJ
competition_NOUN	конкурс_NOUN
bay_NOUN	бей_NOUN
separate_ADJ	отдельный_ADJ
gap_NOUN	разрыв_NOUN
control_NOUN	управление_NOUN
lack_NOUN	отсутствие_NOUN
guess_VERB	угадывать_VERB
slowly_ADV	потихоньку_ADV
transfer_NOUN	трансфер_NOUN
story_NOUN	рассказ_NOUN
command_NOUN	командование_NOUN
spectrum_NOUN	спектр_NOUN
live_VERB	жить_VERB
capture_VERB	поймать_VERB
eye_NOUN	глазок_NOUN
george_NOUN	георг_NOUN
institution_NOUN	учреждение_NOUN
respect_NOUN	респект_NOUN
elementary_ADJ	элементарный_ADJ
promote_VERB	продвигать_VERB
jon_NOUN	джон_NOUN
earth_NOUN	земля_NOUN
dynasty_NOUN	династия_NOUN
engine_NOUN	движок_NOUN
mistake_NOUN	ошибка_NOUN
protein_NOUN	белок_NOUN
initially_ADV	изначально_ADV
philosophy_NOUN	философия_NOUN
similar_ADJ	аналогичный_ADJ
battle_NOUN	бой_NOUN
parliament_NOUN	парламент_NOUN
fear_NOUN	страх_NOUN
settlement_NOUN	урегулирование_NOUN
participant_NOUN	участник_NOUN
recreation_NOUN	досуг_NOUN
leadership_NOUN	лидерство_NOUN
man_NOUN	мужчина_NOUN
three_NUM	трое_NUM
nick_NOUN	ник_NOUN
voice_NOUN	голос_NOUN
metal_NOUN	металл_NOUN
avoid_VERB	избегать_VERB
car_NOUN	машина_NOUN
squad_NOUN	взвод_NOUN
gun_NOUN	пистолет_NOUN
focus_NOUN	фокус_NOUN
traffic_NOUN	трафик_NOUN
truck_NOUN	грузовик_NOUN
effect_NOUN	эффект_NOUN
breaking_NOUN	взлом_NOUN
presentation_NOUN	презентация_NOUN
exposure_NOUN	воздействие_NOUN
perspective_NOUN	перспектива_NOUN
review_NOUN	обзор_NOUN
opponent_NOUN	оппонент_NOUN
leonard_NOUN	леонарды_NOUN
departure_NOUN	отъезд_NOUN
caption_NOUN	заголовок_NOUN
legitimate_ADJ	законный_ADJ
number_NOUN	номер_NOUN
riding_NOUN	езда_NOUN
employment_NOUN	занятость_NOUN
prince_NOUN	принц_NOUN
member_NOUN	член_NOUN
potentially_ADV	потенциально_ADV
teacher_NOUN	преподаватель_NOUN
japan_NOUN	японие_NOUN
ruler_NOUN	правитель_NOUN
stating_VERB	заявлять_VERB
mark_NOUN	метка_NOUN
signature_NOUN	подписание_NOUN
head_VERB	направлять_VERB
basis_NOUN	основание_NOUN
cuba_NOUN	куб_NOUN
square_NOUN	площадь_NOUN
set_VERB	сет_VERB
chicago_NOUN	чикаго_NOUN
promote_VERB	повышать_VERB
agent_NOUN	агент_NOUN
branch_NOUN	отделение_NOUN
spelling_NOUN	написание_NOUN
gang_NOUN	банда_NOUN
classical_ADJ	классический_ADJ
nancy_NOUN	нэнси_NOUN
family_NOUN	родные_NOUN
copy_NOUN	экземпляр_NOUN
resistance_NOUN	сопротивление_NOUN
topic_NOUN	тема_NOUN
prove_VERB	доказывать_VERB
damage_VERB	повреждать_VERB
pattern_NOUN	узор_NOUN
buy_VERB	покупать_VERB
protection_NOUN	охрана_NOUN
hong_NOUN	хон_NOUN
accurate_ADJ	точный_ADJ
lighting_NOUN	освещение_NOUN
territory_NOUN	территория_NOUN
selection_NOUN	выбор_NOUN
chuck_NOUN	чак_NOUN
grand_NOUN	штука_NOUN
plant_NOUN	растение_NOUN
burn_VERB	сжигать_VERB
faith_NOUN	вера_NOUN
glass_NOUN	бокал_NOUN
milwaukee_NOUN	милуок_NOUN
colorado_NOUN	колорадо_NOUN
save_VERB	сохранена_VERB
perth_NOUN	перт_NOUN
company_NOUN	компания_NOUN
common_ADJ	общий_ADJ
football_NOUN	футбол_NOUN
hall_NOUN	холл_NOUN
save_VERB	спасать_VERB
angel_NOUN	ангел_NOUN
cartoon_NOUN	мультик_NOUN
stanley_NOUN	стэнль_NOUN
arthur_NOUN	артура_NOUN
navigational_ADJ	навигационный_ADJ
explanation_NOUN	объяснение_NOUN
landscape_NOUN	пейзаж_NOUN
reserfe_NOUN	запас_NOUN
guard_NOUN	охрана_NOUN
width_NOUN	ширина_NOUN
israel_NOUN	израиль_NOUN
reject_VERB	отклонный_VERB
diocese_NOUN	епархия_NOUN
delete_VERB	удаленный_VERB
appeal_NOUN	призыв_NOUN
landmark_NOUN	ориентир_NOUN
gate_NOUN	ворот_NOUN
marvel_NOUN	чудо_NOUN
finnish_NOUN	финляндия_NOUN
key_ADJ	ключевой_ADJ
arena_NOUN	арена_NOUN
merge_NOUN	слияние_NOUN
brazil_NOUN	бразилие_NOUN
stage_NOUN	ступень_NOUN
try_VERB	стараться_VERB
intellectual_ADJ	интеллектуальный_ADJ
tea_NOUN	чай_NOUN
arkansa_NOUN	арканзас_NOUN
slightly_ADV	немного_ADV
chair_NOUN	председатель_NOUN
everything_PRON	все_PRON
walter_NOUN	уолтер_NOUN
slow_ADJ	медленный_ADJ
belt_NOUN	ремень_NOUN
card_NOUN	карта_NOUN
solution_NOUN	раствор_NOUN
mason_NOUN	мэйсона_NOUN
minor_ADJ	мелкий_ADJ
directory_NOUN	каталог_NOUN
rick_NOUN	рика_NOUN
also_ADV	также_ADV
university_NOUN	университет_NOUN
rarely_ADV	редко_ADV
ideal_ADJ	идеальный_ADJ
designation_NOUN	обозначение_NOUN
performance_NOUN	выступление_NOUN
mixing_NOUN	смешивание_NOUN
lot_NOUN	лот_NOUN
define_VERB	определять_VERB
accept_VERB	принимать_VERB
advice_NOUN	совет_NOUN
investment_NOUN	капиталовложение_NOUN
hire_VERB	нанимать_VERB
directory_NOUN	справочник_NOUN
century_NOUN	веко_NOUN
meet_VERB	знакомиться_VERB
pure_ADJ	чистый_ADJ
person_NOUN	человек_NOUN
permit_VERB	допускать_VERB
text_NOUN	текст_NOUN
market_NOUN	рынок_NOUN
contain_VERB	содержаться_VERB
constantly_ADV	постоянно_ADV
fame_NOUN	известность_NOUN
standings_NOUN	зачет_NOUN
right_ADV	правильный_ADV
viewer_NOUN	зритель_NOUN
pupil_NOUN	школьник_NOUN
françois_NOUN	франсуа_NOUN
human_NOUN	человек_NOUN
plan_VERB	планировать_VERB
code_NOUN	код_NOUN
accept_VERB	принять_VERB
ask_VERB	спрашивать_VERB
shift_NOUN	сдвиг_NOUN
handball_NOUN	гандбол_NOUN
illinois_NOUN	иллинойс_NOUN
order_NOUN	заказ_NOUN
bank_NOUN	банк_NOUN
perfectly_ADV	идеально_ADV
eagle_NOUN	ореть_NOUN
blue_ADJ	голубой_ADJ
dream_NOUN	сон_NOUN
will_AUX	быть_AUX
undo_NOUN	отмена_NOUN
chris_NOUN	криса_NOUN
punk_NOUN	панк_NOUN
stop_VERB	останавливаться_VERB
video_NOUN	видео_NOUN
girl_NOUN	девушка_NOUN
justin_NOUN	джастина_NOUN
dating_NOUN	знакомство_NOUN
uncle_NOUN	дядя_NOUN
treatment_NOUN	лечение_NOUN
card_NOUN	открытка_NOUN
sentence_NOUN	предложение_NOUN
impact_NOUN	влияние_NOUN
jay_NOUN	дж_NOUN
point_NOUN	точка_NOUN
laboratory_NOUN	лаборатория_NOUN
mother_NOUN	матушка_NOUN
third_ADJ	третий_ADJ
scale_NOUN	масштаб_NOUN
surround_VERB	окружать_VERB
cult_NOUN	культ_NOUN
charle_NOUN	шарль_NOUN
economic_ADJ	экономический_ADJ
malta_NOUN	мальт_NOUN
torpedo_NOUN	торпеда_NOUN
explain_VERB	объяснять_VERB
descent_NOUN	спуск_NOUN
principal_NOUN	директор_NOUN
utility_NOUN	полезность_NOUN
boss_NOUN	босс_NOUN
away_ADV	прочь_ADV
labor_NOUN	труд_NOUN
building_NOUN	здание_NOUN
branch_NOUN	филиал_NOUN
feed_NOUN	корм_NOUN
succession_NOUN	наследование_NOUN
crown_NOUN	корона_NOUN
sculpture_NOUN	скульптура_NOUN
shift_NOUN	смена_NOUN
house_NOUN	хаус_NOUN
inside_ADV	внутри_ADV
ownership_NOUN	владение_NOUN
animal_NOUN	животное_NOUN
retain_VERB	оставлять_VERB
house_NOUN	дом_NOUN
structure_NOUN	структура_NOUN
colombia_NOUN	колумбия_NOUN
publicly_ADV	публично_ADV
key_NOUN	ключ_NOUN
archive_NOUN	архив_NOUN
trip_NOUN	путешествие_NOUN
spiritual_ADJ	духовный_ADJ
continue_VERB	продолжать_VERB
least_ADV	мало_ADV
option_NOUN	опция_NOUN
parent_NOUN	родитель_NOUN
qualified_ADJ	квалифицировать_ADJ
front_NOUN	фронт_NOUN
pakistan_NOUN	пакистан_NOUN
narrow_ADJ	узкий_ADJ
initiative_NOUN	инициатива_NOUN
model_NOUN	модель_NOUN
river_NOUN	ривер_NOUN
magnetic_ADJ	магнитный_ADJ
monitoring_NOUN	мониторинг_NOUN
exchange_NOUN	биржа_NOUN
right_NOUN	право_NOUN
die_VERB	погибать_VERB
this_PRON	это_PRON
flight_NOUN	рейс_NOUN
think_VERB	подумать_VERB
daughter_NOUN	дочка_NOUN
shore_NOUN	берег_NOUN
farmer_NOUN	фермер_NOUN
employee_NOUN	работник_NOUN
robin_NOUN	робин_NOUN
dozen_NOUN	дюжина_NOUN
singe_VERB	петь_VERB
food_NOUN	продовольствие_NOUN
support_VERB	поддерживать_VERB
study_NOUN	изучение_NOUN
provide_VERB	обеспечивать_VERB
philadelphia_NOUN	филадельфия_NOUN
spring_NOUN	спрингс_NOUN
demonstrate_VERB	демонстрировать_VERB
concert_NOUN	концерт_NOUN
act_VERB	исполнять_VERB
tiny_ADJ	крошечный_ADJ
lat_NOUN	лат_NOUN
formal_ADJ	формальный_ADJ
surface_NOUN	поверхность_NOUN
service_NOUN	сервис_NOUN
withdrawn_VERB	снять_VERB
other_ADJ	другой_ADJ
extend_VERB	расширять_VERB
give_VERB	давать_VERB
reply_NOUN	ответ_NOUN
telephone_NOUN	телефон_NOUN
hero_NOUN	герой_NOUN
bright_ADJ	яркий_ADJ
back_VERB	поддерживать_VERB
terry_NOUN	терри_NOUN
city_NOUN	город_NOUN
data_NOUN	данные_NOUN
unable_ADJ	невозможный_ADJ
press_NOUN	печать_NOUN
louis_NOUN	луь_NOUN
netherland_NOUN	нидерланд_NOUN
worker_NOUN	работник_NOUN
collin_NOUN	коллинс_NOUN
identical_ADJ	идентичный_ADJ
ram_NOUN	рама_NOUN
hot_ADJ	горячий_ADJ
chester_NOUN	честер_NOUN
largest_ADJ	наибольший_ADJ
dennis_NOUN	деннис_NOUN
pattern_NOUN	шаблон_NOUN
intelligence_NOUN	разведка_NOUN
row_NOUN	ряд_NOUN
driver_NOUN	водитель_NOUN
successor_NOUN	преемник_NOUN
serve_VERB	подавать_VERB
entry_NOUN	запись_NOUN
princess_NOUN	принцесса_NOUN
author_NOUN	автор_NOUN
mayor_NOUN	мэр_NOUN
birth_NOUN	род_NOUN
male_NOUN	мужчина_NOUN
open_ADJ	открывать_ADJ
rival_NOUN	соперник_NOUN
rebellion_NOUN	мятеж_NOUN
departure_NOUN	отход_NOUN
ambassador_NOUN	посол_NOUN
reasonable_ADJ	разумный_ADJ
march_NOUN	март_NOUN
work_VERB	работать_VERB
bit_NOUN	бит_NOUN
lie_VERB	лежать_VERB
pan_NOUN	пэн_NOUN
john_NOUN	иоанн_NOUN
succeed_VERB	преуспевать_VERB
available_ADJ	доступно_ADJ
ground_NOUN	основание_NOUN
number_NOUN	количество_NOUN
sound_NOUN	звук_NOUN
settlement_NOUN	поселение_NOUN
rise_VERB	расти_VERB
celtic_ADJ	кельтский_ADJ
provide_VERB	предоставлять_VERB
mar_NOUN	марс_NOUN
pull_VERB	вытаскивать_VERB
robinson_NOUN	робинсона_NOUN
explanation_NOUN	разъяснение_NOUN
goal_NOUN	гол_NOUN
ten_NUM	десять_NUM
flash_NOUN	вспышка_NOUN
opponent_NOUN	противник_NOUN
deep_ADJ	глубокий_ADJ
tour_NOUN	экскурсия_NOUN
hugh_NOUN	хьюз_NOUN
killer_NOUN	убийца_NOUN
hill_NOUN	холм_NOUN
boat_NOUN	катер_NOUN
conspiracy_NOUN	заговор_NOUN
carrier_NOUN	носитель_NOUN
thing_NOUN	вещь_NOUN
cell_NOUN	камера_NOUN
audio_NOUN	звук_NOUN
liberal_ADJ	либеральный_ADJ
reject_VERB	отклонить_VERB
medicine_NOUN	лекарство_NOUN
management_NOUN	менеджмент_NOUN
send_VERB	отправлять_VERB
transfer_NOUN	перенос_NOUN
investigation_NOUN	расследование_NOUN
plaza_NOUN	плаз_NOUN
indeed_ADV	действительно_ADV
infrastructure_NOUN	инфраструктура_NOUN
protection_NOUN	защита_NOUN
attach_VERB	придавать_VERB
lodge_NOUN	ложе_NOUN
roosevelt_NOUN	рузвельт_NOUN
supplies_NOUN	поставка_NOUN
massacre_NOUN	резня_NOUN
need_NOUN	потребность_NOUN
decade_NOUN	десятилетие_NOUN
runner_NOUN	бегун_NOUN
treatment_NOUN	обращение_NOUN
dna_NOUN	днк_NOUN
approve_VERB	утверждать_VERB
mason_NOUN	мейсона_NOUN
specialist_NOUN	специалист_NOUN
vector_NOUN	вектор_NOUN
traffic_NOUN	движение_NOUN
vice_NOUN	вице_NOUN
once_ADV	однажды_ADV
real_ADJ	реальный_ADJ
secret_ADJ	секретный_ADJ
peace_NOUN	мир_NOUN
villa_NOUN	вилла_NOUN
money_NOUN	деньги_NOUN
armstrong_NOUN	армстронгать_NOUN
muhammad_NOUN	мухаммед_NOUN
philippine_NOUN	филиппина_NOUN
contain_VERB	сдерживать_VERB
landscape_NOUN	ландшафт_NOUN
worker_NOUN	рабочий_NOUN
nuclear_ADJ	ядерный_ADJ
consumption_NOUN	потребление_NOUN
available_ADJ	доступный_ADJ
begin_VERB	начинаться_VERB
pen_NOUN	ручка_NOUN
qualification_NOUN	квалификация_NOUN
incorrect_ADJ	неверно_ADJ
lose_VERB	проигрывать_VERB
instruction_NOUN	инструкция_NOUN
for_ADP	для_ADP
gradually_ADV	постепенно_ADV
cross_VERB	пересекать_VERB
wealth_NOUN	богатство_NOUN
account_NOUN	аккаунт_NOUN
condition_NOUN	условие_NOUN
notify_VERB	уведомить_VERB
well_NOUN	скважина_NOUN
all_DET	все_DET
offex_NOUN	офис_NOUN
hell_NOUN	ад_NOUN
allie_NOUN	союзник_NOUN
jordan_NOUN	иордание_NOUN
approval_NOUN	утверждение_NOUN
draw_VERB	рисовать_VERB
adopt_VERB	принимать_VERB
project_NOUN	проект_NOUN
ship_NOUN	судно_NOUN
bia_NOUN	предвзятость_NOUN
bombing_NOUN	взрыв_NOUN
beach_NOUN	пляж_NOUN
account_NOUN	аккаунвать_NOUN
physician_NOUN	врач_NOUN
hard_ADJ	трудный_ADJ
exist_VERB	существовать_VERB
build_VERB	строить_VERB
alive_ADJ	живой_ADJ
uniform_NOUN	форма_NOUN
official_ADJ	официальный_ADJ
point_NOUN	очко_NOUN
cup_NOUN	кубок_NOUN
mother_NOUN	матерь_NOUN
explain_VERB	пояснять_VERB
trad_VERB	обменять_VERB
expression_NOUN	выражение_NOUN
actor_NOUN	актер_NOUN
catch_VERB	попадаться_VERB
emotional_ADJ	эмоциональный_ADJ
ring_NOUN	кольцо_NOUN
harris_NOUN	харриса_NOUN
grade_NOUN	класс_NOUN
confusion_NOUN	замешательство_NOUN
commander_NOUN	командир_NOUN
candidate_NOUN	кандидат_NOUN
massive_ADJ	массовый_ADJ
arm_NOUN	оружие_NOUN
acceptable_ADJ	приемлемый_ADJ
leo_NOUN	лев_NOUN
functional_ADJ	функциональный_ADJ
psychological_ADJ	психологический_ADJ
property_NOUN	недвижимость_NOUN
teacher_NOUN	учитель_NOUN
slowly_ADV	медленно_ADV
inherit_VERB	унаследовать_VERB
identity_NOUN	самобытность_NOUN
bio_NOUN	биография_NOUN
weight_NOUN	вес_NOUN
kevin_NOUN	кевин_NOUN
partner_NOUN	напарник_NOUN
signal_NOUN	сигнал_NOUN
guy_NOUN	гай_NOUN
dead_ADJ	мертвый_ADJ
agency_NOUN	агентство_NOUN
central_ADJ	центральный_ADJ
carl_NOUN	карть_NOUN
register_VERB	регистрировать_VERB
composition_NOUN	композиция_NOUN
cash_NOUN	наличные_NOUN
pen_NOUN	пена_NOUN
headquarters_NOUN	штаб_NOUN
fair_ADJ	справедливый_ADJ
exclusively_ADV	исключительно_ADV
marathon_NOUN	марафон_NOUN
lebanon_NOUN	ливан_NOUN
admin_NOUN	администратор_NOUN
banner_NOUN	баннер_NOUN
entertainment_NOUN	развлечение_NOUN
tree_NOUN	дерево_NOUN
invite_VERB	приглашать_VERB
master_NOUN	мастерс_NOUN
horn_NOUN	рог_NOUN
restaurant_NOUN	ресторан_NOUN
take_VERB	взять_VERB
history_NOUN	история_NOUN
communication_NOUN	коммуникация_NOUN
name_NOUN	имя_NOUN
list_VERB	перечислять_VERB
straight_ADV	прямо_ADV
business_NOUN	предприятие_NOUN
test_NOUN	тест_NOUN
mon_NOUN	понедельник_NOUN
clay_NOUN	глина_NOUN
happen_VERB	происходить_VERB
suit_NOUN	костюм_NOUN
clinical_ADJ	клинический_ADJ
cost_NOUN	стоимость_NOUN
document_NOUN	документ_NOUN
veteran_NOUN	ветеран_NOUN
scottish_ADJ	шотландский_ADJ
lithuania_NOUN	литв_NOUN
print_VERB	печатать_VERB
lap_NOUN	круг_NOUN
personnel_NOUN	персонал_NOUN
go_VERB	ехать_VERB
mexican_ADJ	мексиканский_ADJ
factor_NOUN	коэффициент_NOUN
picture_NOUN	картинка_NOUN
refuse_VERB	отказываться_VERB
tennessee_NOUN	теннесси_NOUN
express_VERB	выразить_VERB
attempt_NOUN	покушение_NOUN
mind_NOUN	ум_NOUN
red_ADJ	красный_ADJ
southern_ADJ	южный_ADJ
difficultie_NOUN	трудность_NOUN
say_VERB	сказать_VERB
antarctican_NOUN	антарктика_NOUN
suspension_NOUN	приостановление_NOUN
request_VERB	запросить_VERB
critic_NOUN	критик_NOUN
police_NOUN	полицейский_NOUN
danger_NOUN	опасность_NOUN
loss_NOUN	убыток_NOUN
manufacturing_NOUN	производство_NOUN
ship_NOUN	корабль_NOUN
canyon_NOUN	каньон_NOUN
extension_NOUN	продление_NOUN
wrong_ADJ	неправильный_ADJ
shape_NOUN	форма_NOUN
temple_NOUN	храм_NOUN
frequent_ADJ	частый_ADJ
totally_ADV	полностью_ADV
slightly_ADV	слегка_ADV
renam_VERB	переименовывать_VERB
trip_NOUN	поездка_NOUN
opposition_NOUN	противостояние_NOUN
via_ADP	через_ADP
nearly_ADV	почти_ADV
make_NOUN	изготовление_NOUN
management_NOUN	управление_NOUN
plan_NOUN	планирование_NOUN
consumer_NOUN	потребитель_NOUN
remove_VERB	удалять_VERB
transport_NOUN	перевозка_NOUN
guide_NOUN	проводник_NOUN
horror_NOUN	ужас_NOUN
dublin_NOUN	дублина_NOUN
force_NOUN	сила_NOUN
apparently_ADV	видимо_ADV
jordan_NOUN	иордан_NOUN
racial_ADJ	расовый_ADJ
output_NOUN	выпуск_NOUN
health_NOUN	здоровье_NOUN
flight_NOUN	полет_NOUN
romance_NOUN	романтик_NOUN
phillip_NOUN	филлипс_NOUN
pilot_NOUN	пилот_NOUN
physic_NOUN	физик_NOUN
strange_ADJ	странный_ADJ
order_NOUN	приказ_NOUN
dec_NOUN	декабрь_NOUN
tank_NOUN	танк_NOUN
return_VERB	возвратить_VERB
complete_VERB	завершать_VERB
muhammad_NOUN	мухаммад_NOUN
round_NOUN	раунд_NOUN
therapy_NOUN	терапия_NOUN
nonsense_NOUN	чушь_NOUN
development_NOUN	развитие_NOUN
classification_NOUN	классификация_NOUN
employee_NOUN	сотрудник_NOUN
geography_NOUN	география_NOUN
literally_ADV	буквально_ADV
dam_NOUN	гэс_NOUN
track_NOUN	дорожка_NOUN
save_VERB	сохранять_VERB
foundation_NOUN	фонд_NOUN
go_VERB	пойти_VERB
performance_NOUN	исполнение_NOUN
league_NOUN	лига_NOUN
nearby_ADV	поблизости_ADV
outside_ADV	снаружи_ADV
context_NOUN	контекст_NOUN
destroy_VERB	уничтожать_VERB
choose_VERB	выбирать_VERB
miss_VERB	промахнуться_VERB
acoustic_ADJ	акустический_ADJ
classify_VERB	классифицировать_VERB
division_NOUN	подразделение_NOUN
health_NOUN	здравоохранение_NOUN
formally_ADV	официально_ADV
from_ADP	от_ADP
alice_NOUN	элис_NOUN
nomination_NOUN	выдвижение_NOUN
mar_NOUN	мар_NOUN
moore_NOUN	мур_NOUN
producer_NOUN	производитель_NOUN
consider_VERB	рассматривать_VERB
shield_NOUN	щит_NOUN
athen_NOUN	афины_NOUN
challenge_NOUN	вызов_NOUN
secure_VERB	обеспеченный_VERB
contact_NOUN	контакт_NOUN
tip_NOUN	подсказка_NOUN
limit_NOUN	ограничение_NOUN
attack_VERB	напасть_VERB
oldest_ADJ	старший_ADJ
instrument_NOUN	инструмент_NOUN
pine_NOUN	пайн_NOUN
association_NOUN	ассоциация_NOUN
professional_NOUN	профессионал_NOUN
dozen_NOUN	десяток_NOUN
basin_NOUN	бассейн_NOUN
previous_ADJ	предыдущий_ADJ
master_NOUN	мастер_NOUN
section_NOUN	раздел_NOUN
unknown_ADJ	неизвестный_ADJ
guitar_NOUN	гитара_NOUN
holder_NOUN	держатель_NOUN
warning_NOUN	предупреждение_NOUN
flag_NOUN	флаг_NOUN
typical_ADJ	типичный_ADJ
some_DET	некоторый_DET
director_NOUN	директор_NOUN
green_ADJ	зеленый_ADJ
mile_NOUN	майлз_NOUN
negotiation_NOUN	переговоры_NOUN
estonia_NOUN	эстония_NOUN
pedro_NOUN	педро_NOUN
capacity_NOUN	потенциал_NOUN
space_NOUN	пробел_NOUN
stand_VERB	стоить_VERB
cabinet_NOUN	кабинет_NOUN
succession_NOUN	преемственность_NOUN
revenge_NOUN	месть_NOUN
fortress_NOUN	крепость_NOUN
offer_VERB	предлагать_VERB
rank_NOUN	звание_NOUN
different_ADJ	различный_ADJ
compil_VERB	собирать_VERB
member_NOUN	участник_NOUN
door_NOUN	дверь_NOUN
beijing_NOUN	пекинска_NOUN
convict_VERB	осуждать_VERB
fat_NOUN	толстый_NOUN
cat_NOUN	кот_NOUN
rick_NOUN	рик_NOUN
read_NOUN	чтение_NOUN
castle_NOUN	касть_NOUN
become_VERB	становиться_VERB
squad_NOUN	отряд_NOUN
collapse_NOUN	крах_NOUN
unit_NOUN	единица_NOUN
light_NOUN	огонь_NOUN
promotion_NOUN	поощрение_NOUN
honour_NOUN	отличие_NOUN
programme_NOUN	программа_NOUN
together_ADV	вместе_ADV
searching_NOUN	поиск_NOUN
require_VERB	требоваться_VERB
largest_ADJ	крупный_ADJ
center_NOUN	центр_NOUN
artist_NOUN	исполнитель_NOUN
parish_NOUN	приход_NOUN
cost_NOUN	цена_NOUN
distribution_NOUN	распределение_NOUN
pan_NOUN	пан_NOUN
record_NOUN	запись_NOUN
dougla_NOUN	дуглас_NOUN
thing_NOUN	штука_NOUN
marketing_NOUN	сбыт_NOUN
finish_VERB	завершить_VERB
watson_NOUN	уотсон_NOUN
community_NOUN	сообщество_NOUN
trip_NOUN	трип_NOUN
launch_VERB	запустить_VERB
forever_ADV	вечно_ADV
standard_NOUN	стандартный_NOUN
jerry_NOUN	джерри_NOUN
marine_NOUN	морской_NOUN
ray_NOUN	рэй_NOUN
arrival_NOUN	прибытие_NOUN
people_NOUN	народ_NOUN
custom_NOUN	таможня_NOUN
politics_NOUN	политика_NOUN
dominican_ADJ	доминиканская_ADJ
parallel_NOUN	параллель_NOUN
timeline_NOUN	хроника_NOUN
prayer_NOUN	молитва_NOUN
exhibit_NOUN	выставка_NOUN
palestinian_ADJ	палестинский_ADJ
leo_NOUN	лео_NOUN
interest_NOUN	заинтересованность_NOUN
stage_NOUN	этап_NOUN
tower_NOUN	башня_NOUN
inner_ADJ	внутренний_ADJ
instrument_NOUN	прибор_NOUN
hole_NOUN	дырка_NOUN
hear_NOUN	слушание_NOUN
absolutely_ADV	абсолютно_ADV
fund_VERB	финансировать_VERB
autonomous_ADJ	автономный_ADJ
cancer_NOUN	рак_NOUN
activity_NOUN	мероприятие_NOUN
campbell_NOUN	кэмпбелла_NOUN
annually_ADV	ежегодно_ADV
